kind,a,b,def
river,6236,14333,HugeRiver
river,6239,11096,HugeRiver
river,6321,11180,Creek
river,6329,16500,Creek
river,6350,11211,HugeRiver
river,6376,14478,Creek
river,6377,19308,Creek
river,6441,11305,Creek
river,6442,18396,Creek
river,6448,18399,LargeRiver
river,6449,18413,River
river,6450,11309,LargeRiver
river,6455,19370,River
river,6470,11330,HugeRiver
river,6474,16726,HugeRiver
river,6486,11347,HugeRiver
river,6503,16787,HugeRiver
river,6513,18154,HugeRiver
river,6514,11374,HugeRiver
river,6521,18162,HugeRiver
river,6634,20701,HugeRiver
river,7017,11876,Creek
river,7044,17349,HugeRiver
river,7045,17357,LargeRiver
river,7052,11912,HugeRiver
river,7055,11916,HugeRiver
river,7057,18368,HugeRiver
river,7060,18372,Creek
river,7065,11924,LargeRiver
river,7069,19368,River
river,7080,21436,Creek
river,7100,15208,HugeRiver
river,7107,11967,HugeRiver
river,7111,21408,HugeRiver
river,7329,12387,HugeRiver
river,7331,7329,HugeRiver
river,7365,14,HugeRiver
river,7367,12596,HugeRiver
river,7370,2510,LargeRiver
river,7371,7370,LargeRiver
river,7401,12819,HugeRiver
river,7402,7403,HugeRiver
river,7403,7401,HugeRiver
river,7428,7429,HugeRiver
river,7429,2565,HugeRiver
river,7439,26,Creek
river,7440,13047,Creek
river,7544,2684,Creek
river,7546,7544,Creek
river,7548,7549,Creek
river,7549,2685,Creek
river,7590,2730,HugeRiver
river,7591,7590,HugeRiver
river,7652,2792,Creek
river,7653,7652,Creek
river,7678,14462,Creek
river,7681,66,Creek
river,7790,85,HugeRiver
river,7794,15158,HugeRiver
river,7908,7909,Creek
river,7909,3045,Creek
river,7950,3090,HugeRiver
river,7951,7950,HugeRiver
river,8148,17295,Creek
river,8150,8151,HugeRiver
river,8151,3294,HugeRiver
river,8266,3406,HugeRiver
river,8268,8266,HugeRiver
river,8330,8331,River
river,8331,3471,River
river,8334,8330,River
river,8482,3624,Creek
river,8497,3632,HugeRiver
river,8500,3639,HugeRiver
river,8501,8500,HugeRiver
river,8515,3653,HugeRiver
river,8630,8632,Creek
river,8631,8630,Creek
river,8632,3772,Creek
river,8636,8639,HugeRiver
river,8639,20228,HugeRiver
river,8657,3796,HugeRiver
river,8659,8657,HugeRiver
river,8709,3849,HugeRiver
river,8713,8709,HugeRiver
river,8811,8815,Creek
river,8815,3954,Creek
river,8816,3957,HugeRiver
river,8818,256,HugeRiver
river,8944,4084,Creek
river,9095,4235,Creek
river,9096,9095,Creek
river,9107,4248,Creek
river,9128,9129,HugeRiver
river,9129,12366,HugeRiver
river,9130,9128,HugeRiver
river,9131,9130,HugeRiver
river,9149,9151,HugeRiver
river,9151,4291,HugeRiver
river,9224,9225,Creek
river,9225,4365,Creek
river,9227,9228,HugeRiver
river,9228,17345,HugeRiver
river,9240,9241,HugeRiver
river,9241,4379,HugeRiver
river,9371,348,HugeRiver
river,9373,12610,HugeRiver
river,9404,9405,HugeRiver
river,9405,12630,HugeRiver
river,9406,9404,Creek
river,9407,354,HugeRiver
river,9413,4552,Creek
river,9415,9413,Creek
river,9542,377,Creek
river,9547,4685,Creek
river,9568,4709,Creek
river,9704,9709,River
river,9709,4849,River
river,9710,9712,Creek
river,9711,9710,Creek
river,9712,4852,Creek
river,9713,20148,River
river,9715,9713,River
river,9777,4917,Creek
river,9778,9777,Creek
river,9783,4923,Creek
river,9786,9783,Creek
river,9797,9799,Creek
river,9799,4939,Creek
river,10070,5212,Creek
river,10071,10070,Creek
river,10096,5235,Creek
river,10097,10096,Creek
river,10102,5244,HugeRiver
river,10103,10102,HugeRiver
river,10150,5288,HugeRiver
river,10151,10150,HugeRiver
river,10425,10427,Creek
river,10426,20209,Creek
river,10427,10426,Creek
river,11073,16487,Creek
river,11074,632,Creek
river,11085,14322,Creek
river,11089,6225,Creek
river,11090,11091,Creek
river,11091,6231,Creek
river,11093,11094,Creek
river,11094,6235,Creek
river,11095,14332,Creek
river,11096,6236,HugeRiver
river,11180,11185,Creek
river,11183,650,HugeRiver
river,11185,14422,HugeRiver
river,11211,655,HugeRiver
river,11213,21252,HugeRiver
river,11302,6442,Creek
river,11304,11302,Creek
river,11305,11304,Creek
river,11308,6448,LargeRiver
river,11309,11308,LargeRiver
river,11330,675,HugeRiver
river,11334,6474,HugeRiver
river,11342,11343,HugeRiver
river,11343,14568,HugeRiver
river,11347,11342,HugeRiver
river,11372,6513,HugeRiver
river,11374,11372,HugeRiver
river,11876,766,Creek
river,11878,21397,Creek
river,11912,11913,HugeRiver
river,11913,18371,HugeRiver
river,11915,772,Creek
river,11916,11917,HugeRiver
river,11917,7057,HugeRiver
river,11924,11926,HugeRiver
river,11926,11927,HugeRiver
river,11927,18408,HugeRiver
river,11938,7080,Creek
river,11939,11938,Creek
river,11944,777,LargeRiver
river,11947,17340,HugeRiver
river,11964,19494,River
river,11966,7111,HugeRiver
river,11967,11966,HugeRiver
river,12363,2470,HugeRiver
river,12366,847,HugeRiver
river,12387,851,HugeRiver
river,12391,4288,HugeRiver
river,12459,2483,Creek
river,12464,12465,Creek
river,12465,12469,River
river,12469,4377,River
river,12480,4378,River
river,12596,886,HugeRiver
river,12601,17986,HugeRiver
river,12608,12609,HugeRiver
river,12609,7365,HugeRiver
river,12610,12608,HugeRiver
river,12624,4526,HugeRiver
river,12625,12624,HugeRiver
river,12626,12625,HugeRiver
river,12627,2510,River
river,12630,891,HugeRiver
river,12644,2511,River
river,12646,12644,River
river,12648,12649,LargeRiver
river,12649,2514,LargeRiver
river,12650,2514,Creek
river,12654,12650,Creek
river,12819,923,HugeRiver
river,12822,4720,HugeRiver
river,12825,7402,HugeRiver
river,12828,12829,HugeRiver
river,12829,12825,HugeRiver
river,12945,12946,HugeRiver
river,12946,4849,HugeRiver
river,12972,12973,HugeRiver
river,12973,2568,HugeRiver
river,13023,2578,Creek
river,13026,13023,Creek
river,13027,13026,Creek
river,13032,4928,Creek
river,13033,13032,Creek
river,13037,13039,Creek
river,13039,4936,Creek
river,13047,961,Creek
river,13051,20686,Creek
river,13310,5211,Creek
river,13311,13310,Creek
river,13329,2625,Creek
river,13333,13329,Creek
river,13394,2641,HugeRiver
river,13396,13394,HugeRiver
river,13412,2642,Creek
river,13413,13412,Creek
river,13419,2643,Creek
river,13431,1025,Creek
river,13435,5325,Creek
river,13445,5312,Creek
river,13665,13666,Creek
river,13666,5569,Creek
river,13668,5576,Creek
river,13669,13668,Creek
river,13688,2687,Creek
river,13690,13688,Creek
river,13692,13693,Creek
river,13693,2688,Creek
river,13929,2729,HugeRiver
river,13932,13929,HugeRiver
river,13944,5846,HugeRiver
river,13945,13944,HugeRiver
river,14312,2797,River
river,14319,2792,River
river,14321,1173,Creek
river,14322,14323,Creek
river,14323,14319,Creek
river,14324,2793,Creek
river,14325,7653,Creek
river,14326,14324,Creek
river,14327,1174,Creek
river,14328,14329,Creek
river,14329,14330,Creek
river,14330,14331,Creek
river,14331,2795,Creek
river,14332,1175,Creek
river,14333,1175,HugeRiver
river,14335,2795,HugeRiver
river,14337,2796,HugeRiver
river,14343,14344,HugeRiver
river,14344,14345,HugeRiver
river,14345,6213,HugeRiver
river,14422,14423,HugeRiver
river,14423,6350,HugeRiver
river,14462,1197,Creek
river,14467,16570,Creek
river,14475,2821,Creek
river,14478,14475,Creek
river,14540,6441,Creek
river,14564,2835,HugeRiver
river,14568,14569,HugeRiver
river,14569,14564,HugeRiver
river,14570,14571,HugeRiver
river,14571,6470,HugeRiver
river,15127,7017,Creek
river,15140,2932,HugeRiver
river,15142,7045,Creek
river,15152,15153,HugeRiver
river,15153,7052,HugeRiver
river,15158,1313,HugeRiver
river,15161,11912,HugeRiver
river,15162,7060,Creek
river,15171,1315,Creek
river,15173,11924,HugeRiver
river,15176,2936,HugeRiver
river,15186,11944,River
river,15206,7107,HugeRiver
river,15207,15206,River
river,15208,1321,HugeRiver
river,15209,1321,Creek
river,15524,5243,HugeRiver
river,15525,15524,HugeRiver
river,15530,2994,HugeRiver
river,15531,2994,Creek
river,15532,15531,Creek
river,15534,15530,HugeRiver
river,15554,3001,HugeRiver
river,15556,15554,HugeRiver
river,15566,5291,HugeRiver
river,15567,15566,HugeRiver
river,15572,3002,Creek
river,15573,15572,Creek
river,15579,15583,Creek
river,15583,15584,Creek
river,15584,15587,Creek
river,15587,5313,Creek
river,15814,5565,Creek
river,15816,15814,Creek
river,15822,5573,Creek
river,15823,15822,Creek
river,15825,15827,Creek
river,15826,15823,Creek
river,15827,15826,Creek
river,15855,7908,Creek
river,15857,1429,Creek
river,16050,5782,HugeRiver
river,16051,16050,HugeRiver
river,16065,3081,HugeRiver
river,16070,3084,HugeRiver
river,16074,16070,HugeRiver
river,16075,16074,HugeRiver
river,16089,3089,HugeRiver
river,16093,16089,HugeRiver
river,16104,5830,HugeRiver
river,16105,16104,HugeRiver
river,16486,1534,HugeRiver
river,16487,1534,Creek
river,16489,16490,HugeRiver
river,16490,1535,HugeRiver
river,16494,11183,HugeRiver
river,16498,6321,Creek
river,16500,16498,Creek
river,16506,6329,Creek
river,16507,16506,Creek
river,16570,16572,Creek
river,16572,16573,Creek
river,16573,16574,Creek
river,16574,1549,Creek
river,16577,4247,Creek
river,16623,16630,Creek
river,16624,1557,Creek
river,16630,1558,Creek
river,16633,11074,Creek
river,16726,16727,HugeRiver
river,16727,9131,HugeRiver
river,16769,16770,HugeRiver
river,16770,6503,HugeRiver
river,16786,6514,HugeRiver
river,16787,16786,HugeRiver
river,17295,17296,Creek
river,17296,4366,Creek
river,17304,17305,River
river,17305,3290,HugeRiver
river,17325,17329,Creek
river,17328,11915,Creek
river,17329,7055,HugeRiver
river,17338,17339,HugeRiver
river,17339,9227,HugeRiver
river,17340,17338,HugeRiver
river,17343,4380,HugeRiver
river,17345,1677,HugeRiver
river,17349,1678,HugeRiver
river,17350,4380,HugeRiver
river,17357,7044,HugeRiver
river,17822,5237,Creek
river,17823,17822,Creek
river,17828,3377,Creek
river,17831,17828,Creek
river,17985,3409,HugeRiver
river,17986,1784,HugeRiver
river,18000,5256,HugeRiver
river,18001,18000,HugeRiver
river,18154,18156,HugeRiver
river,18156,6521,HugeRiver
river,18162,18163,HugeRiver
river,18163,4511,HugeRiver
river,18167,9371,Creek
river,18243,3451,HugeRiver
river,18247,18243,HugeRiver
river,18267,3450,HugeRiver
river,18368,18369,HugeRiver
river,18369,3468,HugeRiver
river,18371,18368,HugeRiver
river,18372,18373,Creek
river,18373,18374,Creek
river,18374,1849,Creek
river,18375,18376,HugeRiver
river,18376,4546,HugeRiver
river,18377,9406,Creek
river,18383,9407,HugeRiver
river,18385,1850,HugeRiver
river,18388,18389,River
river,18389,4549,River
river,18391,4550,LargeRiver
river,18392,18394,LargeRiver
river,18394,4554,LargeRiver
river,18396,4555,Creek
river,18398,3473,LargeRiver
river,18399,18398,LargeRiver
river,18404,18385,HugeRiver
river,18408,1854,HugeRiver
river,18411,8334,River
river,18413,1855,River
river,19142,19143,Creek
river,19143,3597,Creek
river,19149,19151,Creek
river,19155,3599,Creek
river,19183,9542,Creek
river,19302,14321,Creek
river,19303,19302,Creek
river,19308,6376,Creek
river,19309,19308,Creek
river,19327,4708,Creek
river,19351,6486,Creek
river,19356,19357,HugeRiver
river,19357,19358,HugeRiver
river,19358,19360,HugeRiver
river,19360,4723,HugeRiver
river,19362,6455,River
river,19366,6449,River
river,19368,19366,River
river,19370,2015,River
river,19371,19372,Creek
river,19372,6450,LargeRiver
river,19389,19391,HugeRiver
river,19390,6486,HugeRiver
river,19391,19390,HugeRiver
river,19400,8501,HugeRiver
river,19404,2020,HugeRiver
river,19467,19471,LargeRiver
river,19471,4730,HugeRiver
river,19472,19474,HugeRiver
river,19474,4734,HugeRiver
river,19490,19491,HugeRiver
river,19491,3655,HugeRiver
river,19494,19490,River
river,20146,4845,River
river,20148,20146,River
river,20180,2150,Creek
river,20183,9711,Creek
river,20187,3770,Creek
river,20194,20195,Creek
river,20195,4855,Creek
river,20196,4855,Creek
river,20197,20196,Creek
river,20198,20200,Creek
river,20200,5556,Creek
river,20204,3774,Creek
river,20205,20204,Creek
river,20209,20205,Creek
river,20210,3771,Creek
river,20211,8631,Creek
river,20213,2155,Creek
river,20215,20210,Creek
river,20216,3776,HugeRiver
river,20217,20216,HugeRiver
river,20224,20217,HugeRiver
river,20225,20224,HugeRiver
river,20228,2158,HugeRiver
river,20230,16075,HugeRiver
river,20331,20335,HugeRiver
river,20335,4874,HugeRiver
river,20356,3799,HugeRiver
river,20357,20356,HugeRiver
river,20585,4927,Creek
river,20586,20585,Creek
river,20658,6634,HugeRiver
river,20659,20658,HugeRiver
river,20667,3852,HugeRiver
river,20671,20667,HugeRiver
river,20686,2234,Creek
river,20700,20701,Creek
river,21238,5585,HugeRiver
river,21240,21238,HugeRiver
river,21241,21240,HugeRiver
river,21248,21241,HugeRiver
river,21252,2328,HugeRiver
river,21270,21271,Creek
river,21271,3951,Creek
river,21279,21283,Creek
river,21283,5594,Creek
river,21307,6239,HugeRiver
river,21311,6234,Creek
river,21313,3958,Creek
river,21316,2339,Creek
river,21317,21318,Creek
river,21318,14333,Creek
river,21320,21321,Creek
river,21321,8818,Creek
river,21325,3960,Creek
river,21327,3960,HugeRiver
river,21330,2341,Creek
river,21331,2341,HugeRiver
river,21381,21385,Creek
river,21385,5662,Creek
river,21386,21388,Creek
river,21388,21381,Creek
river,21392,3972,Creek
river,21393,21392,Creek
river,21397,21393,Creek
river,21406,21331,HugeRiver
river,21408,21406,HugeRiver
river,21434,7111,River
river,21436,2359,Creek
river,21438,2359,Creek
road,11537,6677,StoneRoad
road,6677,16922,StoneRoad
road,16922,3226,StoneRoad
road,11537,709,StoneRoad
road,709,11538,StoneRoad
road,11538,6678,StoneRoad
road,6678,21783,StoneRoad
road,21783,4038,StoneRoad
road,4038,8898,StoneRoad
road,8306,18249,StoneRoad
road,18249,1828,StoneRoad
road,1828,18250,StoneRoad
road,9962,9963,StoneRoad
road,9963,5106,StoneRoad
road,5106,21706,StoneRoad
road,9956,446,StoneRoad
road,446,9959,StoneRoad
road,9959,21767,StoneRoad
road,9806,421,StoneRoad
road,421,9809,StoneRoad
road,9809,20688,StoneRoad
road,11828,15077,StoneRoad
road,15077,15076,StoneRoad
road,15076,2919,StoneRoad
road,2920,7778,StoneRoad
road,7778,7779,StoneRoad
road,7779,2919,StoneRoad
road,17209,17210,StoneRoad
road,17210,17211,StoneRoad
road,17211,17215,StoneRoad
road,17215,6971,StoneRoad
road,6971,11829,StoneRoad
road,11829,11828,StoneRoad
road,11502,11498,StoneRoad
road,11498,6638,StoneRoad
road,6638,20706,StoneRoad
road,20706,20705,StoneRoad
road,2697,13744,StoneRoad
road,13744,13745,StoneRoad
road,13745,5637,StoneRoad
road,5637,15850,StoneRoad
road,21767,2414,StoneRoad
road,2414,21764,StoneRoad
road,21764,8895,StoneRoad
road,8895,269,StoneRoad
road,269,8898,StoneRoad
road,9962,5102,StoneRoad
road,5102,13203,StoneRoad
road,13203,987,StoneRoad
road,987,13205,StoneRoad
road,13205,9956,StoneRoad
road,15065,15067,StoneRoad
road,15067,17206,StoneRoad
road,17206,17208,StoneRoad
road,17208,17209,StoneRoad
road,20652,20653,StoneRoad
road,20653,3848,StoneRoad
road,3848,20655,StoneRoad
road,20235,20236,StoneRoad
road,20236,5754,StoneRoad
road,5754,20231,StoneRoad
road,16905,1604,StoneRoad
road,1604,16908,StoneRoad
road,16908,6654,StoneRoad
road,4045,21831,StoneRoad
road,21831,21830,StoneRoad
road,21830,6779,StoneRoad
road,2920,15086,StoneRoad
road,15086,15088,StoneRoad
road,15088,11851,StoneRoad
road,11851,11850,StoneRoad
road,11850,6990,StoneRoad
road,3226,8084,StoneRoad
road,8084,3224,StoneRoad
road,3224,16909,StoneRoad
road,16909,16908,StoneRoad
road,16908,6654,StoneRoad
road,16094,1469,StoneRoad
road,1469,16097,StoneRoad
road,16097,10644,StoneRoad
road,10644,10642,StoneRoad
road,5795,16068,StoneRoad
road,16068,16066,StoneRoad
road,16066,16067,StoneRoad
road,16067,16064,StoneRoad
road,10642,560,StoneRoad
road,560,10641,StoneRoad
road,10641,16067,StoneRoad
road,16067,16064,StoneRoad
road,10293,5432,StoneRoad
road,5432,19566,StoneRoad
road,19566,19565,StoneRoad
road,15051,7773,StoneRoad
road,7773,7772,StoneRoad
road,7772,7777,StoneRoad
road,7777,2917,StoneRoad
road,2917,15064,StoneRoad
road,15064,15065,StoneRoad
road,20147,20145,StoneRoad
road,20145,20144,StoneRoad
road,20144,3764,StoneRoad
road,3764,20150,StoneRoad
road,20150,4853,StoneRoad
road,20776,3869,StoneRoad
road,3869,8729,StoneRoad
road,8729,241,StoneRoad
road,241,8726,StoneRoad
road,8726,3866,StoneRoad
road,3866,20761,StoneRoad
road,20761,6919,StoneRoad
road,6919,11779,StoneRoad
road,20147,4846,StoneRoad
road,4846,9706,StoneRoad
road,9706,4847,StoneRoad
road,4847,20218,StoneRoad
road,20218,2156,StoneRoad
road,20235,2159,StoneRoad
road,2159,20239,StoneRoad
road,20239,5779,StoneRoad
road,5779,20220,StoneRoad
road,20220,2156,StoneRoad
road,9806,4946,StoneRoad
road,4946,20766,StoneRoad
road,20766,2247,StoneRoad
road,2247,20762,StoneRoad
road,20762,3868,StoneRoad
road,3868,8729,StoneRoad
road,8729,3869,StoneRoad
road,3869,20776,StoneRoad
road,15051,1295,StoneRoad
road,1295,15054,StoneRoad
road,15054,6952,StoneRoad
road,6952,11813,StoneRoad
road,11813,11814,StoneRoad
road,11814,18270,StoneRoad
road,18270,18266,StoneRoad
road,19565,5424,StoneRoad
road,5424,19561,StoneRoad
road,19561,19560,StoneRoad
road,19560,15629,StoneRoad
road,20705,6637,StoneRoad
road,6637,14734,StoneRoad
road,14734,14732,StoneRoad
road,14732,2860,StoneRoad
road,2860,7721,StoneRoad
road,7721,7719,StoneRoad
road,7719,2859,StoneRoad
road,2859,14719,StoneRoad
road,8306,171,StoneRoad
road,171,8310,StoneRoad
road,8310,18267,StoneRoad
road,18267,18266,StoneRoad
road,20584,4925,StoneRoad
road,4925,20580,StoneRoad
road,20580,20578,StoneRoad
road,20578,4917,StoneRoad
road,20196,20153,StoneRoad
road,20153,2145,StoneRoad
road,2145,20150,StoneRoad
road,20150,4853,StoneRoad
road,20427,20426,StoneRoad
road,20426,6629,StoneRoad
road,6629,11489,StoneRoad
road,11489,11488,StoneRoad
road,11488,6627,StoneRoad
road,6627,14719,StoneRoad
road,5439,13537,StoneRoad
road,13537,13533,StoneRoad
road,13533,13532,StoneRoad
road,13532,5433,StoneRoad
road,5433,10293,StoneRoad
road,21706,4024,StoneRoad
road,4024,8884,StoneRoad
road,8884,267,StoneRoad
road,267,8883,StoneRoad
road,8883,4027,StoneRoad
road,4027,21724,StoneRoad
road,21724,5460,StoneRoad
road,5460,10320,StoneRoad
road,10320,10321,StoneRoad
road,10321,5456,StoneRoad
road,21706,2404,StoneRoad
road,2404,21708,StoneRoad
road,21708,5446,StoneRoad
road,5446,10307,StoneRoad
road,10307,10304,StoneRoad
road,10304,5444,StoneRoad
road,5444,13541,StoneRoad
road,13541,13540,StoneRoad
road,13540,5439,StoneRoad
road,10559,5698,StoneRoad
road,5698,20585,StoneRoad
road,20585,20584,StoneRoad
road,20705,11496,StoneRoad
road,11496,702,StoneRoad
road,702,11492,StoneRoad
road,11492,6635,StoneRoad
road,6635,20659,StoneRoad
road,20659,20655,StoneRoad
road,11502,11503,StoneRoad
road,11503,6641,StoneRoad
road,6641,16886,StoneRoad
road,16886,16887,StoneRoad
road,16887,3221,StoneRoad
road,3221,8081,StoneRoad
road,8081,3222,StoneRoad
road,3222,16898,StoneRoad
road,16898,16902,StoneRoad
road,16902,6654,StoneRoad
road,20688,2234,StoneRoad
road,2234,20685,StoneRoad
road,20685,20698,StoneRoad
road,20698,2236,StoneRoad
road,9228,9227,StoneRoad
road,9227,17339,StoneRoad
road,17339,17338,StoneRoad
road,15126,11884,StoneRoad
road,11884,11885,StoneRoad
road,11885,19128,StoneRoad
road,19128,1974,StoneRoad
road,1974,19127,StoneRoad
road,20705,6636,StoneRoad
road,6636,11494,StoneRoad
road,11494,6634,StoneRoad
road,6634,20700,StoneRoad
road,20700,2236,StoneRoad
road,14719,1239,StoneRoad
road,1239,14716,StoneRoad
road,14716,11479,StoneRoad
road,11479,11478,StoneRoad
road,11478,11477,StoneRoad
road,11477,6617,StoneRoad
road,777,11947,StoneRoad
road,11947,17340,StoneRoad
road,17340,17338,StoneRoad
road,5795,10655,StoneRoad
road,10655,562,StoneRoad
road,562,10657,StoneRoad
road,10657,5796,StoneRoad
road,5796,20230,StoneRoad
road,20230,20231,StoneRoad
road,9806,4946,StoneRoad
road,4946,13043,StoneRoad
road,13043,13042,StoneRoad
road,13042,13040,StoneRoad
road,13040,2576,StoneRoad
road,2576,13016,StoneRoad
road,13016,2577,StoneRoad
road,2577,13024,StoneRoad
road,13024,13025,StoneRoad
road,13025,4917,StoneRoad
road,19201,7008,StoneRoad
road,7008,19205,StoneRoad
road,19205,19206,StoneRoad
road,19206,7022,StoneRoad
road,7022,11883,StoneRoad
road,11883,11884,StoneRoad
road,11884,15126,StoneRoad
road,4505,18064,StoneRoad
road,18064,4507,StoneRoad
road,4507,18107,StoneRoad
road,18107,18106,StoneRoad
road,18106,3424,StoneRoad
road,3424,8284,StoneRoad
road,8284,8282,StoneRoad
road,8282,3423,StoneRoad
road,3423,18123,StoneRoad
road,18123,18124,StoneRoad
road,18124,5352,StoneRoad
road,5352,10210,StoneRoad
road,10210,10211,StoneRoad
road,14574,11332,StoneRoad
road,11332,675,StoneRoad
road,675,11335,StoneRoad
road,12415,16870,StoneRoad
road,16870,1598,StoneRoad
road,1598,16869,StoneRoad
road,16869,16900,StoneRoad
road,16900,1603,StoneRoad
road,1603,16902,StoneRoad
road,16902,6654,StoneRoad
road,5456,13557,StoneRoad
road,13557,1046,StoneRoad
road,1046,13560,StoneRoad
road,13560,10341,StoneRoad
road,10341,510,StoneRoad
road,510,10344,StoneRoad
road,10344,5484,StoneRoad
road,5484,21820,StoneRoad
road,21820,21818,StoneRoad
road,21818,4044,StoneRoad
road,4044,21824,StoneRoad
road,21824,4045,StoneRoad
road,10211,10209,StoneRoad
road,10209,5349,StoneRoad
road,5349,13459,StoneRoad
road,13459,13458,StoneRoad
road,13458,5354,StoneRoad
road,5354,13481,StoneRoad
road,13481,13483,StoneRoad
road,13483,5380,StoneRoad
road,5380,10241,StoneRoad
road,10241,10243,StoneRoad
road,10243,5383,StoneRoad
